"","Locality","Townland","Town"
"5096",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5097",NA,"CARROWCLARE","LIMAVADY"
"5098",NA,"BOVALLY","LIMAVADY"
"5099",NA,"BOVALLY","LIMAVADY"
"5100",NA,"COOLESSAN","LIMAVADY"
"5101",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5102",NA,"WALWORTH","LIMAVADY"
"5103",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5104",NA,"DRUMGAVENNY UPPER","LIMAVADY"
"5105",NA,"ENAGH","LIMAVADY"
"5106",NA,"LENAMORE","LIMAVADY"
"5107",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5108",NA,"TARTNAKILLY","LIMAVADY"
"5109",NA,"ENAGH","LIMAVADY"
"5110",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"5111",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5112",NA,"COOLESSAN","LIMAVADY"
"5113",NA,"ENAGH","LIMAVADY"
"5114",NA,"DEER PARK","LIMAVADY"
"5115",NA,"ENAGH","LIMAVADY"
"5116",NA,"TEMPLEMOYLE","LIMAVADY"
"5117",NA,"BOVALLY","LIMAVADY"
"5118",NA,"BOVALLY","LIMAVADY"
"5119",NA,"RATHBRADY MORE","LIMAVADY"
"5120",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5121",NA,"CARROWCLARE","LIMAVADY"
"5122",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5123",NA,"DOWLAND","LIMAVADY"
"5124","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5125",NA,"DRUMAVALLY","LIMAVADY"
"5126",NA,"LENAMORE","LIMAVADY"
"5127",NA,"COOLESSAN","LIMAVADY"
"5128",NA,"RATHBRADY MORE","LIMAVADY"
"5129",NA,"SHANREAGH","LIMAVADY"
"5130",NA,"CARRAN","LIMAVADY"
"5131",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5132",NA,"ENAGH","LIMAVADY"
"5133",NA,"CARRAN","LIMAVADY"
"5134",NA,"BOVALLY","LIMAVADY"
"5135",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5136",NA,"BOVALLY","LIMAVADY"
"5137",NA,"BOVALLY","LIMAVADY"
"5138",NA,"WALWORTH","LIMAVADY"
"5139",NA,"BOVALLY","LIMAVADY"
"5140",NA,"KILLANE","LIMAVADY"
"5141",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5142",NA,"RATHBRADY MORE","LIMAVADY"
"5143",NA,"CARRAN","LIMAVADY"
"5144",NA,"GLEBE","LIMAVADY"
"5145",NA,"TIRCREVEN","LIMAVADY"
"5146",NA,"COOLESSAN","LIMAVADY"
"5147",NA,"COOLESSAN","LIMAVADY"
"5148",NA,"COOLESSAN","LIMAVADY"
"5149",NA,"ENAGH","LIMAVADY"
"5150",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5151",NA,"RATHBRADY MORE","LIMAVADY"
"5152",NA,"CULMORE UPPER","LIMAVADY"
"5153",NA,"BACK","LIMAVADY"
"5154",NA,"BURNALLY","LIMAVADY"
"5155",NA,"RATHBRADY MORE","LIMAVADY"
"5156",NA,"BOVALLY","LIMAVADY"
"5157",NA,"GLACK","LIMAVADY"
"5158",NA,"GLACK","LIMAVADY"
"5159",NA,"BOVALLY","LIMAVADY"
"5160",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5161",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"5162",NA,"DUNBROCK","LIMAVADY"
"5163",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5164",NA,"ENAGH","LIMAVADY"
"5165",NA,"DRUMACARNEY","LIMAVADY"
"5166","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"5167",NA,"DRUMMANS MIDDLE","LIMAVADY"
"5168",NA,"TIRCREVEN","LIMAVADY"
"5169",NA,"CLOONEY","LIMAVADY"
"5170",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5171",NA,"RATHBRADY MORE","LIMAVADY"
"5172",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5173",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5174",NA,"RATHBRADY MORE","LIMAVADY"
"5175",NA,"COOLESSAN","LIMAVADY"
"5176",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5177",NA,"COOLESSAN","LIMAVADY"
"5178",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5179",NA,"CARRAN","LIMAVADY"
"5180",NA,"ENAGH","LIMAVADY"
"5181",NA,"CARLARAGH","LIMAVADY"
"5182",NA,"CARRAN","LIMAVADY"
"5183",NA,"CARRAN","LIMAVADY"
"5184",NA,"ENAGH","LIMAVADY"
"5185",NA,"MULLAGH","LIMAVADY"
"5186",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5187",NA,"DEER PARK","LIMAVADY"
"5188",NA,"BOVALLY","LIMAVADY"
"5189",NA,"RATHBRADY MORE","LIMAVADY"
"5190",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5191",NA,"GLEBE","LIMAVADY"
"5192",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5193",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5194",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5195",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5196",NA,"ENAGH","LIMAVADY"
"5197",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5198",NA,"COOLESSAN","LIMAVADY"
"5199",NA,"ENAGH","LIMAVADY"
"5200",NA,"BOVALLY","LIMAVADY"
"5201",NA,"BOVALLY","LIMAVADY"
"5202",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5203",NA,"RATHBRADY MORE","LIMAVADY"
"5204",NA,"ENAGH","LIMAVADY"
"5205",NA,"ENAGH","LIMAVADY"
"5206",NA,"COOLESSAN","LIMAVADY"
"5207",NA,"TERRYDOO CLYDE","LIMAVADY"
"5208",NA,"ENAGH","LIMAVADY"
"5209",NA,"CARRAN","LIMAVADY"
"5210",NA,"ENAGH","LIMAVADY"
"5211",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5212",NA,"DEER PARK","LIMAVADY"
"5213",NA,"AGHANSILLAGH","LIMAVADY"
"5214",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5215",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5216",NA,"ENAGH","LIMAVADY"
"5217",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5218",NA,"ENAGH","LIMAVADY"
"5219",NA,"CARRAN","LIMAVADY"
"5220",NA,"ENAGH","LIMAVADY"
"5221",NA,"RATHBRADY MORE","LIMAVADY"
"5222",NA,"BOVALLY","LIMAVADY"
"5223",NA,"ENAGH","LIMAVADY"
"5224","BOVALLY","BOVALLY","LIMAVADY"
"5225",NA,"BOVALLY","LIMAVADY"
"5226",NA,"BOVALLY","LIMAVADY"
"5227",NA,"MAGHERAMORE","LIMAVADY"
"5228",NA,"DRUMSURN UPPER","LIMAVADY"
"5229",NA,"ENAGH","LIMAVADY"
"5230",NA,"DRUMSURN LOWER","LIMAVADY"
"5231",NA,"BOVALLY","LIMAVADY"
"5232",NA,"CARRAN","LIMAVADY"
"5233",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5234",NA,"RATHBRADY MORE","LIMAVADY"
"5235",NA,"FARLOW","LIMAVADY"
"5236",NA,"SHANVEY","LIMAVADY"
"5237",NA,"MILL TOWN","LIMAVADY"
"5238",NA,"LOWER CORNDALE","LIMAVADY"
"5239",NA,"KILLANE","LIMAVADY"
"5240",NA,"BOVALLY","LIMAVADY"
"5241",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5242",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5243",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5244",NA,"BOVALLY","LIMAVADY"
"5245",NA,"BOVALLY","LIMAVADY"
"5246",NA,"BOVALLY","LIMAVADY"
"5247",NA,"MULKEERAGH","LIMAVADY"
"5248",NA,"BOVALLY","LIMAVADY"
"5249",NA,"WALWORTH","LIMAVADY"
"5250",NA,"RATHBRADY MORE","LIMAVADY"
"5251",NA,"BOVALLY","LIMAVADY"
"5252",NA,"RATHBRADY MORE","LIMAVADY"
"5253",NA,"CARRYDOO","LIMAVADY"
"5254",NA,"DROMORE","LIMAVADY"
"5255",NA,"CARRAN","LIMAVADY"
"5256",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5257",NA,"RATHBRADY MORE","LIMAVADY"
"5258",NA,"RATHBRADY MORE","LIMAVADY"
"5259",NA,"RATHBRADY MORE","LIMAVADY"
"5260",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5261",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5262",NA,"RATHBRADY MORE","LIMAVADY"
"5263",NA,"BOVALLY","LIMAVADY"
"5264",NA,"CRINDLE","LIMAVADY"
"5265",NA,"RATHBRADY MORE","LIMAVADY"
"5266",NA,"BALLYMACLARY","LIMAVADY"
"5267",NA,"LOWER DOAGHS","LIMAVADY"
"5268",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"5269",NA,"BOVALLY","LIMAVADY"
"5270",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5271",NA,"GLACK","LIMAVADY"
"5272",NA,"BALLYCRUM","LIMAVADY"
"5273",NA,"BALLYMACLARY","LIMAVADY"
"5274",NA,"CARROWCLARE","LIMAVADY"
"5275",NA,"BALLYRISK MORE","LIMAVADY"
"5276",NA,"CARRAN","LIMAVADY"
"5277",NA,"DRUMBALLYDONAGHY","LIMAVADY"
"5278",NA,"AUGHIL","LIMAVADY"
"5279",NA,"COOLESSAN","LIMAVADY"
"5280",NA,"CARRAN","LIMAVADY"
"5281",NA,"BOVALLY","LIMAVADY"
"5282",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5283",NA,"RATHBRADY MORE","LIMAVADY"
"5284",NA,"RATHBRADY MORE","LIMAVADY"
"5285",NA,"BOVALLY","LIMAVADY"
"5286",NA,"WALWORTH","LIMAVADY"
"5287",NA,"BOVALLY","LIMAVADY"
"5288",NA,"WALWORTH","LIMAVADY"
"5289",NA,"BOVALLY","LIMAVADY"
"5290",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5291",NA,"DRUMMOND","LIMAVADY"
"5292",NA,"RATHBRADY MORE","LIMAVADY"
"5293",NA,"GORTNARNEY","LIMAVADY"
"5294",NA,"BENONE","LIMAVADY"
"5295",NA,"DUNCRUN","LIMAVADY"
"5296",NA,"GORTNAMONEY","LIMAVADY"
"5297",NA,"COOLESSAN","LIMAVADY"
"5298",NA,"CARRAN","LIMAVADY"
"5299",NA,"CARRAN","LIMAVADY"
"5300",NA,"COOLESSAN","LIMAVADY"
"5301",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5302",NA,"BALLYMULTIMBER","LIMAVADY"
"5303",NA,"BALLYHANNA","LIMAVADY"
"5304",NA,"ENAGH","LIMAVADY"
"5305",NA,"BOVALLY","LIMAVADY"
"5306",NA,"COOLESSAN","LIMAVADY"
"5307",NA,"DRUMADERRY","LIMAVADY"
"5308",NA,"LEEKE","LIMAVADY"
"5309",NA,"FREEHALL OR MONEYVENNON","LIMAVADY"
"5310","LIMAVADY","AGHANSILLAGH","LIMAVADY"
"5311",NA,"BOVALLY","LIMAVADY"
"5312",NA,"BOVALLY","LIMAVADY"
"5313",NA,"GLACK","LIMAVADY"
"5314",NA,"RATHBRADY MORE","LIMAVADY"
"5315",NA,"DRUMAVALLY","LIMAVADY"
"5316",NA,"DRUMMANS MIDDLE","LIMAVADY"
"5317",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5318",NA,"LOMOND","LIMAVADY"
"5319",NA,"CLAGAN","LIMAVADY"
"5320",NA,"GORTNAMONEY","LIMAVADY"
"5321",NA,"GORTNAMONEY","LIMAVADY"
"5322","FRUITHILL","ARTIKELLY","LIMAVADY"
"5323",NA,"BOVALLY","LIMAVADY"
"5324",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5325",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5326",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5327",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5328",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5329",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5330",NA,"RATHBRADY MORE","LIMAVADY"
"5331",NA,"BOVALLY","LIMAVADY"
"5332",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5333",NA,"RATHBRADY MORE","LIMAVADY"
"5334",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5335",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5336",NA,"RATHBRADY MORE","LIMAVADY"
"5337",NA,"ENAGH","LIMAVADY"
"5338",NA,"ENAGH","LIMAVADY"
"5339",NA,"ENAGH","LIMAVADY"
"5340",NA,"BOVALLY","LIMAVADY"
"5341",NA,"COOLESSAN","LIMAVADY"
"5342",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5343",NA,"COOLESSAN","LIMAVADY"
"5344",NA,"BROGLASCO","LIMAVADY"
"5345",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5346",NA,"RATHBRADY MORE","LIMAVADY"
"5347",NA,"BOVALLY","LIMAVADY"
"5348",NA,"DRUMMOND","LIMAVADY"
"5349",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5350",NA,"BALLYLEAGRY","LIMAVADY"
"5351",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5352",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5353",NA,"RATHBRADY MORE","LIMAVADY"
"5354",NA,"BOVALLY","LIMAVADY"
"5355","WHITE HILL BUSINESS PARK","CARRAN","LIMAVADY"
"5356",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5357",NA,"DRUMRAMER","LIMAVADY"
"5358",NA,"BOVALLY","LIMAVADY"
"5359",NA,"ENAGH","LIMAVADY"
"5360",NA,"ENAGH","LIMAVADY"
"5361",NA,"ENAGH","LIMAVADY"
"5362",NA,"DRUMMOND","LIMAVADY"
"5363",NA,"ENAGH","LIMAVADY"
"5364",NA,"BOVALLY","LIMAVADY"
"5365","BOVALLY","BOVALLY","LIMAVADY"
"5366",NA,"ENAGH","LIMAVADY"
"5367","BOVALLY","BOVALLY","LIMAVADY"
"5368",NA,"BOVALLY","LIMAVADY"
"5369",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"5370",NA,"RATHBRADY MORE","LIMAVADY"
"5371",NA,"BOVALLY","LIMAVADY"
"5372",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5373",NA,"GRANNAGH","LIMAVADY"
"5374",NA,"CARRYDOO","LIMAVADY"
"5375",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5376",NA,"RATHBRADY MORE","LIMAVADY"
"5377",NA,"BOVALLY","LIMAVADY"
"5378",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5379",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5380",NA,"BOVALLY","LIMAVADY"
"5381",NA,"MARGYMONAGHAN","LIMAVADY"
"5382",NA,"CLAGAN","LIMAVADY"
"5383",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5384",NA,"CAHERY","LIMAVADY"
"5385",NA,"BOVALLY","LIMAVADY"
"5386",NA,"ENAGH","LIMAVADY"
"5387",NA,"BALLYHENRY EAST","LIMAVADY"
"5388",NA,"ENAGH","LIMAVADY"
"5389",NA,"AUGHIL","LIMAVADY"
"5390",NA,"ENAGH","LIMAVADY"
"5391",NA,"CARRAN","LIMAVADY"
"5392",NA,"ENAGH","LIMAVADY"
"5393",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5394",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5395",NA,"ENAGH","LIMAVADY"
"5396",NA,"LARGY","LIMAVADY"
"5397",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5398",NA,"CARRAN","LIMAVADY"
"5399",NA,"DRUMAVALLY","LIMAVADY"
"5400",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5401",NA,"BOVALLY","LIMAVADY"
"5402",NA,"GORTNAMONEY","LIMAVADY"
"5403",NA,"TIRMAQUIN","LIMAVADY"
"5404",NA,"BOVALLY","LIMAVADY"
"5405",NA,"COOLESSAN","LIMAVADY"
"5406",NA,"ENAGH","LIMAVADY"
"5407",NA,"CARRAN","LIMAVADY"
"5408",NA,"DRUMACARNEY","LIMAVADY"
"5409",NA,"ENAGH","LIMAVADY"
"5410",NA,"RATHBRADY MORE","LIMAVADY"
"5411",NA,"RATHBRADY MORE","LIMAVADY"
"5412",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5413",NA,"RATHBRADY MORE","LIMAVADY"
"5414",NA,"LARGY","LIMAVADY"
"5415",NA,"BOVALLY","LIMAVADY"
"5416",NA,"BOVALLY","LIMAVADY"
"5417",NA,"BOVALLY","LIMAVADY"
"5418",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5419",NA,"BALLYMULLY","LIMAVADY"
"5420",NA,"TERRYDREMONT NORTH","LIMAVADY"
"5421",NA,"BOVALLY","LIMAVADY"
"5422",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5423",NA,"COOLESSAN","LIMAVADY"
"5424",NA,"DRUMSURN LOWER","LIMAVADY"
"5425",NA,"DRUMSURN UPPER","LIMAVADY"
"5426",NA,"RATHBRADY MORE","LIMAVADY"
"5427",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5428",NA,"BOLEA","LIMAVADY"
"5429",NA,"SHANVEY","LIMAVADY"
"5430",NA,"DUNCRUN","LIMAVADY"
"5431",NA,"BALLYHANNA","LIMAVADY"
"5432",NA,"ENAGH","LIMAVADY"
"5433",NA,"ENAGH","LIMAVADY"
"5434",NA,"CARROWCLARE","LIMAVADY"
"5435","LIMAVADY","GLEBE","LIMAVADY"
"5436",NA,"ENAGH","LIMAVADY"
"5437",NA,"BOVALLY","LIMAVADY"
"5438",NA,"BOVALLY","LIMAVADY"
"5439",NA,"DRUMAVALLY","LIMAVADY"
"5440",NA,"BENONE","LIMAVADY"
"5441",NA,"LENAMORE","LIMAVADY"
"5442",NA,"BALLYHENRY EAST","LIMAVADY"
"5443",NA,"GORTNAMONEY","LIMAVADY"
"5444","FRUITHILL","ARTIKELLY","LIMAVADY"
"5445",NA,"RATHBRADY MORE","LIMAVADY"
"5446",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5447",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5448",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5449",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5450",NA,"CARRAN","LIMAVADY"
"5451",NA,"RATHBRADY MORE","LIMAVADY"
"5452",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5453",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5454",NA,"RATHBRADY MORE","LIMAVADY"
"5455",NA,"COOLESSAN","LIMAVADY"
"5456",NA,"RATHBRADY MORE","LIMAVADY"
"5457",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5458",NA,"ENAGH","LIMAVADY"
"5459",NA,"ENAGH","LIMAVADY"
"5460",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5461",NA,"RATHBRADY MORE","LIMAVADY"
"5462",NA,"RATHBRADY MORE","LIMAVADY"
"5463",NA,"COOLESSAN","LIMAVADY"
"5464",NA,"RATHBRADY MORE","LIMAVADY"
"5465",NA,"ENAGH","LIMAVADY"
"5466",NA,"DROMORE","LIMAVADY"
"5467",NA,"ENAGH","LIMAVADY"
"5468",NA,"RATHBRADY MORE","LIMAVADY"
"5469",NA,"RATHBRADY MORE","LIMAVADY"
"5470",NA,"CARRAN","LIMAVADY"
"5471",NA,"RATHBRADY MORE","LIMAVADY"
"5472",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5473",NA,"CARRAN","LIMAVADY"
"5474",NA,"CARRAN","LIMAVADY"
"5475",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5476",NA,"CARRAN","LIMAVADY"
"5477",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5478",NA,"BOVALLY","LIMAVADY"
"5479",NA,"COOLESSAN","LIMAVADY"
"5480",NA,"CARRAN","LIMAVADY"
"5481",NA,"RATHBRADY MORE","LIMAVADY"
"5482",NA,"BOVALLY","LIMAVADY"
"5483",NA,"ENAGH","LIMAVADY"
"5484",NA,"ENAGH","LIMAVADY"
"5485",NA,"ARDGARVAN","LIMAVADY"
"5486",NA,"BOVALLY","LIMAVADY"
"5487",NA,"LARGY","LIMAVADY"
"5488",NA,"ENAGH","LIMAVADY"
"5489",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5490",NA,"DROMORE","LIMAVADY"
"5491",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5492",NA,"BOVALLY","LIMAVADY"
"5493",NA,"DRUMAVALLY","LIMAVADY"
"5494",NA,"CAHERY","LIMAVADY"
"5495",NA,"DRUMSURN LOWER","LIMAVADY"
"5496",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5497",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5498",NA,"BOVALLY","LIMAVADY"
"5499",NA,"BOVALLY","LIMAVADY"
"5500",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5501",NA,"COOLESSAN","LIMAVADY"
"5502",NA,"DRUMSURN UPPER","LIMAVADY"
"5503",NA,"BOVALLY","LIMAVADY"
"5504",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5505",NA,"LECK","LIMAVADY"
"5506",NA,"ENAGH","LIMAVADY"
"5507",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5508",NA,"RATHBRADY MORE","LIMAVADY"
"5509",NA,"BOVALLY","LIMAVADY"
"5510",NA,"BALLYQUIN","LIMAVADY"
"5511",NA,"GORTMORE","LIMAVADY"
"5512",NA,"CARRAN","LIMAVADY"
"5513",NA,"GLEBE","LIMAVADY"
"5514",NA,"DRUMAVALLY","LIMAVADY"
"5515",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5516",NA,"COOLESSAN","LIMAVADY"
"5517",NA,"GLACK","LIMAVADY"
"5518",NA,"BOVALLY","LIMAVADY"
"5519",NA,"BOVALLY","LIMAVADY"
"5520",NA,"MAGHERAMORE","LIMAVADY"
"5521",NA,"RATHBRADY MORE","LIMAVADY"
"5522",NA,"COOLESSAN","LIMAVADY"
"5523",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5524",NA,"CARRICK EAST","LIMAVADY"
"5525",NA,"RATHBRADY MORE","LIMAVADY"
"5526",NA,"RATHBRADY MORE","LIMAVADY"
"5527",NA,"DERRY MORE","LIMAVADY"
"5528",NA,"DRUMGAVENNY UPPER","LIMAVADY"
"5529",NA,"ENAGH","LIMAVADY"
"5530",NA,"BOVALLY","LIMAVADY"
"5531",NA,"BOVALLY","LIMAVADY"
"5532",NA,"MARGYMONAGHAN","LIMAVADY"
"5533",NA,"BOVALLY","LIMAVADY"
"5534",NA,"BOVALLY","LIMAVADY"
"5535",NA,"BOVALLY","LIMAVADY"
"5536",NA,"WALWORTH","LIMAVADY"
"5537",NA,"WALWORTH","LIMAVADY"
"5538",NA,"BOVALLY","LIMAVADY"
"5539",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5540",NA,"DRUMRAIGHLAND","LIMAVADY"
"5541",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"5542",NA,"DERRY MORE","LIMAVADY"
"5543",NA,"OUGHTYMOYLE","LIMAVADY"
"5544","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"5545",NA,"KILLYBREADY","LIMAVADY"
"5546",NA,"ENAGH","LIMAVADY"
"5547",NA,"ARDGARVAN","LIMAVADY"
"5548",NA,"ENAGH","LIMAVADY"
"5549",NA,"ENAGH","LIMAVADY"
"5550",NA,"LOMOND","LIMAVADY"
"5551",NA,"CLAGAN","LIMAVADY"
"5552",NA,"CLAGAN","LIMAVADY"
"5553",NA,"ENAGH","LIMAVADY"
"5554",NA,"RATHBRADY MORE","LIMAVADY"
"5555",NA,"BOVALLY","LIMAVADY"
"5556",NA,"COOLESSAN","LIMAVADY"
"5557",NA,"COOLESSAN","LIMAVADY"
"5558",NA,"LARGY","LIMAVADY"
"5559",NA,"RATHBRADY MORE","LIMAVADY"
"5560",NA,"BOVALLY","LIMAVADY"
"5561",NA,"LOWER DOAGHS","LIMAVADY"
"5562",NA,"CARROWMUDDLE","LIMAVADY"
"5563",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"5564",NA,"TIRMAQUIN","LIMAVADY"
"5565",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
